"ID";"Regions";"Periods";"AveragePurchasePrice_1"
"2248";"GM1945";"2023JJ00";"  427618"
"2249";"GM1945";"2024JJ00";"  462603"
"2250";"GM0491";"1995JJ00";"  115432"
"2251";"GM0491";"1996JJ00";"  130006"
"2252";"GM0491";"1997JJ00";"  154570"
"2253";"GM0491";"1998JJ00";"  168419"
"2254";"GM0491";"1999JJ00";"  172398"
"2255";"GM0491";"2000JJ00";"  207115"
"2256";"GM0491";"2001JJ00";"  223536"
"2257";"GM0491";"2002JJ00";"  257954"
"2258";"GM0491";"2003JJ00";"  237562"
"2259";"GM0491";"2004JJ00";"  248040"
"2260";"GM0491";"2005JJ00";"  279085"
"2261";"GM0491";"2006JJ00";"  285887"
"2262";"GM0491";"2007JJ00";"  311895"
"2263";"GM0491";"2008JJ00";"  303799"
"2264";"GM0491";"2009JJ00";"  308329"
"2265";"GM0491";"2010JJ00";"  265671"
"2266";"GM0491";"2011JJ00";"  273948"
"2267";"GM0491";"2012JJ00";"  289502"
"2268";"GM0491";"2013JJ00";"  224099"
"2269";"GM0491";"2014JJ00";"  260507"
"2270";"GM0491";"2015JJ00";""
"2271";"GM0491";"2016JJ00";""
"2272";"GM0491";"2017JJ00";""
"2273";"GM0491";"2018JJ00";""
"2274";"GM0491";"2019JJ00";""
"2275";"GM0491";"2020JJ00";""
"2276";"GM0491";"2021JJ00";""
"2277";"GM0491";"2022JJ00";""
"2278";"GM0491";"2023JJ00";""
"2279";"GM0491";"2024JJ00";""
"2280";"GM1724";"1995JJ00";""
"2281";"GM1724";"1996JJ00";""
"2282";"GM1724";"1997JJ00";""
"2283";"GM1724";"1998JJ00";"  183351"
"2284";"GM1724";"1999JJ00";"  212875"
"2285";"GM1724";"2000JJ00";"  235192"
"2286";"GM1724";"2001JJ00";"  261012"
"2287";"GM1724";"2002JJ00";"  254727"
"2288";"GM1724";"2003JJ00";"  270826"
"2289";"GM1724";"2004JJ00";"  281085"
"2290";"GM1724";"2005JJ00";"  320236"
"2291";"GM1724";"2006JJ00";"  318088"
"2292";"GM1724";"2007JJ00";"  350495"
"2293";"GM1724";"2008JJ00";"  330046"
"2294";"GM1724";"2009JJ00";"  279658"
"2295";"GM1724";"2010JJ00";"  293499"
"2296";"GM1724";"2011JJ00";"  322647"
"2297";"GM1724";"2012JJ00";"  278638"
"2298";"GM1724";"2013JJ00";"  207717"
"2299";"GM1724";"2014JJ00";"  273849"
"2300";"GM1724";"2015JJ00";"  265178"
"2301";"GM1724";"2016JJ00";"  275527"
"2302";"GM1724";"2017JJ00";"  299913"
"2303";"GM1724";"2018JJ00";"  328777"
"2304";"GM1724";"2019JJ00";"  335601"
"2305";"GM1724";"2020JJ00";"  373967"
"2306";"GM1724";"2021JJ00";"  402488"
"2307";"GM1724";"2022JJ00";"  446887"
"2308";"GM1724";"2023JJ00";"  422328"
"2309";"GM1724";"2024JJ00";"  494950"
"2310";"GM0893";"1995JJ00";"   96960"
"2311";"GM0893";"1996JJ00";"  106392"
"2312";"GM0893";"1997JJ00";"  114319"
"2313";"GM0893";"1998JJ00";"  139256"
"2314";"GM0893";"1999JJ00";"  155179"
"2315";"GM0893";"2000JJ00";"  199084"
"2316";"GM0893";"2001JJ00";"  178302"
"2317";"GM0893";"2002JJ00";"  196084"
"2318";"GM0893";"2003JJ00";"  186870"
"2319";"GM0893";"2004JJ00";"  209835"
"2320";"GM0893";"2005JJ00";"  228350"
"2321";"GM0893";"2006JJ00";"  246969"
"2322";"GM0893";"2007JJ00";"  238177"
"2323";"GM0893";"2008JJ00";"  259422"
"2324";"GM0893";"2009JJ00";"  230157"
"2325";"GM0893";"2010JJ00";"  205668"
"2326";"GM0893";"2011JJ00";"  205709"
"2327";"GM0893";"2012JJ00";"  220671"
"2328";"GM0893";"2013JJ00";"  175089"
"2329";"GM0893";"2014JJ00";"  188050"
"2330";"GM0893";"2015JJ00";"  188826"
"2331";"GM0893";"2016JJ00";"  213867"
"2332";"GM0893";"2017JJ00";"  221542"
"2333";"GM0893";"2018JJ00";"  235110"
"2334";"GM0893";"2019JJ00";"  240030"
"2335";"GM0893";"2020JJ00";"  275066"
"2336";"GM0893";"2021JJ00";"  301211"
"2337";"GM0893";"2022JJ00";"  369272"
"2338";"GM0893";"2023JJ00";"  337950"
"2339";"GM0893";"2024JJ00";"  397057"
"2340";"GM0373";"1995JJ00";"  185870"
"2341";"GM0373";"1996JJ00";"  195648"
"2342";"GM0373";"1997JJ00";"  205471"
"2343";"GM0373";"1998JJ00";"  246732"
"2344";"GM0373";"1999JJ00";"  305633"
"2345";"GM0373";"2000JJ00";"  370091"
"2346";"GM0373";"2001JJ00";"  356976"
"2347";"GM0373";"2002JJ00";"  358303"
"2348";"GM0373";"2003JJ00";"  331731"
"2349";"GM0373";"2004JJ00";"  364122"
"2350";"GM0373";"2005JJ00";"  370721"
"2351";"GM0373";"2006JJ00";"  416536"
"2352";"GM0373";"2007JJ00";"  447451"
"2353";"GM0373";"2008JJ00";"  443170"
"2354";"GM0373";"2009JJ00";"  457041"
"2355";"GM0373";"2010JJ00";"  412441"
"2356";"GM0373";"2011JJ00";"  437968"
"2357";"GM0373";"2012JJ00";"  361791"
"2358";"GM0373";"2013JJ00";"  341270"
"2359";"GM0373";"2014JJ00";"  334932"
"2360";"GM0373";"2015JJ00";"  356475"
"2361";"GM0373";"2016JJ00";"  403609"
"2362";"GM0373";"2017JJ00";"  463173"
"2363";"GM0373";"2018JJ00";"  476861"
"2364";"GM0373";"2019JJ00";"  488406"
"2365";"GM0373";"2020JJ00";"  549858"
"2366";"GM0373";"2021JJ00";"  659453"
"2367";"GM0373";"2022JJ00";"  685916"
"2368";"GM0373";"2023JJ00";"  688064"
"2369";"GM0373";"2024JJ00";"  694945"
"2370";"GM0748";"1995JJ00";"   84558"
"2371";"GM0748";"1996JJ00";"   89720"
"2372";"GM0748";"1997JJ00";"  104208"
"2373";"GM0748";"1998JJ00";"  112199"
"2374";"GM0748";"1999JJ00";"  126100"
"2375";"GM0748";"2000JJ00";"  139511"
"2376";"GM0748";"2001JJ00";"  168464"
"2377";"GM0748";"2002JJ00";"  183442"
"2378";"GM0748";"2003JJ00";"  181511"
"2379";"GM0748";"2004JJ00";"  201106"
"2380";"GM0748";"2005JJ00";"  212656"
"2381";"GM0748";"2006JJ00";"  225049"
"2382";"GM0748";"2007JJ00";"  230576"
"2383";"GM0748";"2008JJ00";"  227246"
"2384";"GM0748";"2009JJ00";"  212761"
"2385";"GM0748";"2010JJ00";"  222397"
"2386";"GM0748";"2011JJ00";"  215816"
"2387";"GM0748";"2012JJ00";"  208454"
"2388";"GM0748";"2013JJ00";"  195589"
"2389";"GM0748";"2014JJ00";"  200113"
"2390";"GM0748";"2015JJ00";"  207778"
"2391";"GM0748";"2016JJ00";"  223748"
"2392";"GM0748";"2017JJ00";"  217722"
"2393";"GM0748";"2018JJ00";"  233913"
"2394";"GM0748";"2019JJ00";"  255679"
"2395";"GM0748";"2020JJ00";"  278752"
"2396";"GM0748";"2021JJ00";"  307371"
"2397";"GM0748";"2022JJ00";"  321657"
"2398";"GM0748";"2023JJ00";"  338389"
"2399";"GM0748";"2024JJ00";"  360624"
"2400";"GM0749";"1995JJ00";"  110449"
"2401";"GM0749";"1996JJ00";"  132137"
"2402";"GM0749";"1997JJ00";"  165003"
"2403";"GM0749";"1998JJ00";"  184307"
"2404";"GM0749";"1999JJ00";""
"2405";"GM0749";"2000JJ00";""
"2406";"GM0749";"2001JJ00";""
"2407";"GM0749";"2002JJ00";""
"2408";"GM0749";"2003JJ00";""
"2409";"GM0749";"2004JJ00";""
"2410";"GM0749";"2005JJ00";""
"2411";"GM0749";"2006JJ00";""
"2412";"GM0749";"2007JJ00";""
"2413";"GM0749";"2008JJ00";""
"2414";"GM0749";"2009JJ00";""
"2415";"GM0749";"2010JJ00";""
"2416";"GM0749";"2011JJ00";""
"2417";"GM0749";"2012JJ00";""
"2418";"GM0749";"2013JJ00";""
"2419";"GM0749";"2014JJ00";""
"2420";"GM0749";"2015JJ00";""
"2421";"GM0749";"2016JJ00";""
"2422";"GM0749";"2017JJ00";""
"2423";"GM0749";"2018JJ00";""
"2424";"GM0749";"2019JJ00";""
"2425";"GM0749";"2020JJ00";""
"2426";"GM0749";"2021JJ00";""
"2427";"GM0749";"2022JJ00";""
"2428";"GM0749";"2023JJ00";""
"2429";"GM0749";"2024JJ00";""
"2430";"GM0207";"1995JJ00";"  102922"
"2431";"GM0207";"1996JJ00";"  112347"
"2432";"GM0207";"1997JJ00";"  117995"
"2433";"GM0207";"1998JJ00";"  131644"
"2434";"GM0207";"1999JJ00";"  158819"
"2435";"GM0207";"2000JJ00";"  177047"
"2436";"GM0207";"2001JJ00";"  196947"
"2437";"GM0207";"2002JJ00";"  206643"
"2438";"GM0207";"2003JJ00";"  228080"
"2439";"GM0207";"2004JJ00";"  223310"
"2440";"GM0207";"2005JJ00";""
"2441";"GM0207";"2006JJ00";""
"2442";"GM0207";"2007JJ00";""
"2443";"GM0207";"2008JJ00";""
"2444";"GM0207";"2009JJ00";""
"2445";"GM0207";"2010JJ00";""
"2446";"GM0207";"2011JJ00";""
"2447";"GM0207";"2012JJ00";""
"2448";"GM0207";"2013JJ00";""
"2449";"GM0207";"2014JJ00";""
"2450";"GM0207";"2015JJ00";""
"2451";"GM0207";"2016JJ00";""
"2452";"GM0207";"2017JJ00";""
"2453";"GM0207";"2018JJ00";""
"2454";"GM0207";"2019JJ00";""
"2455";"GM0207";"2020JJ00";""
"2456";"GM0207";"2021JJ00";""
"2457";"GM0207";"2022JJ00";""
"2458";"GM0207";"2023JJ00";""
"2459";"GM0207";"2024JJ00";""
"2460";"GM0492";"1995JJ00";"  106392"
"2461";"GM0492";"1996JJ00";"  134314"
"2462";"GM0492";"1997JJ00";"  143680"
"2463";"GM0492";"1998JJ00";"  154417"
"2464";"GM0492";"1999JJ00";"  188695"
"2465";"GM0492";"2000JJ00";"  210651"
"2466";"GM0492";"2001JJ00";"  255696"
"2467";"GM0492";"2002JJ00";"  250407"
"2468";"GM0492";"2003JJ00";"  285216"
"2469";"GM0492";"2004JJ00";"  319159"
"2470";"GM0492";"2005JJ00";"  298224"
"2471";"GM0492";"2006JJ00";"  323524"
"2472";"GM0492";"2007JJ00";""
"2473";"GM0492";"2008JJ00";""
"2474";"GM0492";"2009JJ00";""
"2475";"GM0492";"2010JJ00";""
"2476";"GM0492";"2011JJ00";""
"2477";"GM0492";"2012JJ00";""
"2478";"GM0492";"2013JJ00";""
"2479";"GM0492";"2014JJ00";""
"2480";"GM0492";"2015JJ00";""
"2481";"GM0492";"2016JJ00";""
"2482";"GM0492";"2017JJ00";""
"2483";"GM0492";"2018JJ00";""
"2484";"GM0492";"2019JJ00";""
"2485";"GM0492";"2020JJ00";""
"2486";"GM0492";"2021JJ00";""
"2487";"GM0492";"2022JJ00";""
"2488";"GM0492";"2023JJ00";""
"2489";"GM0492";"2024JJ00";""
"2490";"GM0493";"1995JJ00";"  118377"
"2491";"GM0493";"1996JJ00";"  127662"
"2492";"GM0493";"1997JJ00";"  144208"
"2493";"GM0493";"1998JJ00";"  138410"
"2494";"GM0493";"1999JJ00";"  176287"
"2495";"GM0493";"2000JJ00";"  195319"
"2496";"GM0493";"2001JJ00";"  241945"
"2497";"GM0493";"2002JJ00";"  237251"
"2498";"GM0493";"2003JJ00";"  237631"
"2499";"GM0493";"2004JJ00";"  239908"
"2500";"GM0493";"2005JJ00";"  245242"
"2501";"GM0493";"2006JJ00";"  269881"
"2502";"GM0493";"2007JJ00";""
"2503";"GM0493";"2008JJ00";""
"2504";"GM0493";"2009JJ00";""
"2505";"GM0493";"2010JJ00";""
"2506";"GM0493";"2011JJ00";""
"2507";"GM0493";"2012JJ00";""
"2508";"GM0493";"2013JJ00";""
"2509";"GM0493";"2014JJ00";""
"2510";"GM0493";"2015JJ00";""
"2511";"GM0493";"2016JJ00";""
"2512";"GM0493";"2017JJ00";""
"2513";"GM0493";"2018JJ00";""
"2514";"GM0493";"2019JJ00";""
"2515";"GM0493";"2020JJ00";""
"2516";"GM0493";"2021JJ00";""
"2517";"GM0493";"2022JJ00";""
"2518";"GM0493";"2023JJ00";""
"2519";"GM0493";"2024JJ00";""
"2520";"GM0751";"1995JJ00";"  119414"
"2521";"GM0751";"1996JJ00";"  130652"
"2522";"GM0751";"1997JJ00";""
"2523";"GM0751";"1998JJ00";""
"2524";"GM0751";"1999JJ00";""
"2525";"GM0751";"2000JJ00";""
"2526";"GM0751";"2001JJ00";""
"2527";"GM0751";"2002JJ00";""
"2528";"GM0751";"2003JJ00";""
"2529";"GM0751";"2004JJ00";""
"2530";"GM0751";"2005JJ00";""
"2531";"GM0751";"2006JJ00";""
"2532";"GM0751";"2007JJ00";""
"2533";"GM0751";"2008JJ00";""
"2534";"GM0751";"2009JJ00";""
"2535";"GM0751";"2010JJ00";""
"2536";"GM0751";"2011JJ00";""
"2537";"GM0751";"2012JJ00";""
"2538";"GM0751";"2013JJ00";""
"2539";"GM0751";"2014JJ00";""
"2540";"GM0751";"2015JJ00";""
"2541";"GM0751";"2016JJ00";""
"2542";"GM0751";"2017JJ00";""
"2543";"GM0751";"2018JJ00";""
"2544";"GM0751";"2019JJ00";""
"2545";"GM0751";"2020JJ00";""
"2546";"GM0751";"2021JJ00";""
"2547";"GM0751";"2022JJ00";""
"2548";"GM0751";"2023JJ00";""
"2549";"GM0751";"2024JJ00";""
"2550";"GM1859";"1995JJ00";""
"2551";"GM1859";"1996JJ00";""
"2552";"GM1859";"1997JJ00";""
"2553";"GM1859";"1998JJ00";""
"2554";"GM1859";"1999JJ00";""
"2555";"GM1859";"2000JJ00";""
"2556";"GM1859";"2001JJ00";""
"2557";"GM1859";"2002JJ00";""
"2558";"GM1859";"2003JJ00";""
"2559";"GM1859";"2004JJ00";""
"2560";"GM1859";"2005JJ00";"  225124"
"2561";"GM1859";"2006JJ00";"  230894"
"2562";"GM1859";"2007JJ00";"  253552"
"2563";"GM1859";"2008JJ00";"  245279"
"2564";"GM1859";"2009JJ00";"  230352"
"2565";"GM1859";"2010JJ00";"  223086"
"2566";"GM1859";"2011JJ00";"  225848"
"2567";"GM1859";"2012JJ00";"  218059"
"2568";"GM1859";"2013JJ00";"  197200"
"2569";"GM1859";"2014JJ00";"  191881"
"2570";"GM1859";"2015JJ00";"  209095"
"2571";"GM1859";"2016JJ00";"  221494"
"2572";"GM1859";"2017JJ00";"  234473"
"2573";"GM1859";"2018JJ00";"  249886"
"2574";"GM1859";"2019JJ00";"  265879"
"2575";"GM1859";"2020JJ00";"  302442"
"2576";"GM1859";"2021JJ00";"  339725"
"2577";"GM1859";"2022JJ00";"  365803"
"2578";"GM1859";"2023JJ00";"  401334"
"2579";"GM1859";"2024JJ00";"  400993"
"2580";"GM0752";"1995JJ00";"  139667"
"2581";"GM0752";"1996JJ00";""
"2582";"GM0752";"1997JJ00";""
"2583";"GM0752";"1998JJ00";""
"2584";"GM0752";"1999JJ00";""
"2585";"GM0752";"2000JJ00";""
"2586";"GM0752";"2001JJ00";""
"2587";"GM0752";"2002JJ00";""
"2588";"GM0752";"2003JJ00";""
"2589";"GM0752";"2004JJ00";""
"2590";"GM0752";"2005JJ00";""
"2591";"GM0752";"2006JJ00";""
"2592";"GM0752";"2007JJ00";""
"2593";"GM0752";"2008JJ00";""
"2594";"GM0752";"2009JJ00";""
"2595";"GM0752";"2010JJ00";""
"2596";"GM0752";"2011JJ00";""
"2597";"GM0752";"2012JJ00";""
"2598";"GM0752";"2013JJ00";""
"2599";"GM0752";"2014JJ00";""
"2600";"GM0752";"2015JJ00";""
"2601";"GM0752";"2016JJ00";""
"2602";"GM0752";"2017JJ00";""
"2603";"GM0752";"2018JJ00";""
"2604";"GM0752";"2019JJ00";""
"2605";"GM0752";"2020JJ00";""
"2606";"GM0752";"2021JJ00";""
"2607";"GM0752";"2022JJ00";""
"2608";"GM0752";"2023JJ00";""
"2609";"GM0752";"2024JJ00";""
"2610";"GM1721";"1995JJ00";"  111791"
"2611";"GM1721";"1996JJ00";"  126933"
"2612";"GM1721";"1997JJ00";"  149614"
"2613";"GM1721";"1998JJ00";"  170229"
"2614";"GM1721";"1999JJ00";"  184507"
"2615";"GM1721";"2000JJ00";"  221037"
"2616";"GM1721";"2001JJ00";"  254587"
"2617";"GM1721";"2002JJ00";"  265300"
"2618";"GM1721";"2003JJ00";"  283958"
"2619";"GM1721";"2004JJ00";"  289790"
"2620";"GM1721";"2005JJ00";"  293469"
"2621";"GM1721";"2006JJ00";"  304250"
"2622";"GM1721";"2007JJ00";"  345875"
"2623";"GM1721";"2008JJ00";"  346803"
"2624";"GM1721";"2009JJ00";"  311701"
"2625";"GM1721";"2010JJ00";"  318487"
"2626";"GM1721";"2011JJ00";"  274040"
"2627";"GM1721";"2012JJ00";"  270050"
"2628";"GM1721";"2013JJ00";"  241832"
"2629";"GM1721";"2014JJ00";"  248280"
"2630";"GM1721";"2015JJ00";"  262080"
"2631";"GM1721";"2016JJ00";"  264041"
"2632";"GM1721";"2017JJ00";"  292958"
"2633";"GM1721";"2018JJ00";"  312556"
"2634";"GM1721";"2019JJ00";"  327786"
"2635";"GM1721";"2020JJ00";"  368167"
"2636";"GM1721";"2021JJ00";"  425441"
"2637";"GM1721";"2022JJ00";"  475097"
"2638";"GM1721";"2023JJ00";"  496395"
"2639";"GM1721";"2024JJ00";"  500209"
"2640";"GM0568";"1995JJ00";"   98951"
"2641";"GM0568";"1996JJ00";"  102248"
"2642";"GM0568";"1997JJ00";"  108459"
"2643";"GM0568";"1998JJ00";"  126089"
"2644";"GM0568";"1999JJ00";"  143126"
"2645";"GM0568";"2000JJ00";"  159868"
"2646";"GM0568";"2001JJ00";"  191508"
"2647";"GM0568";"2002JJ00";"  202689"
"2648";"GM0568";"2003JJ00";"  236150"
"2649";"GM0568";"2004JJ00";"  213476"
"2650";"GM0568";"2005JJ00";"  227052"
"2651";"GM0568";"2006JJ00";"  243480"
"2652";"GM0568";"2007JJ00";"  255330"
"2653";"GM0568";"2008JJ00";"  271200"
"2654";"GM0568";"2009JJ00";"  221479"
"2655";"GM0568";"2010JJ00";"  251563"
"2656";"GM0568";"2011JJ00";"  239486"
"2657";"GM0568";"2012JJ00";"  274294"
"2658";"GM0568";"2013JJ00";"  204321"
"2659";"GM0568";"2014JJ00";"  217669"
"2660";"GM0568";"2015JJ00";""
"2661";"GM0568";"2016JJ00";""
"2662";"GM0568";"2017JJ00";""
"2663";"GM0568";"2018JJ00";""
"2664";"GM0568";"2019JJ00";""
"2665";"GM0568";"2020JJ00";""
"2666";"GM0568";"2021JJ00";""
"2667";"GM0568";"2022JJ00";""
"2668";"GM0568";"2023JJ00";""
"2669";"GM0568";"2024JJ00";""
"2670";"GM0753";"1995JJ00";"   94912"
"2671";"GM0753";"1996JJ00";"   86929"
"2672";"GM0753";"1997JJ00";"  132645"
"2673";"GM0753";"1998JJ00";"  142587"
"2674";"GM0753";"1999JJ00";"  157707"
"2675";"GM0753";"2000JJ00";"  196717"
"2676";"GM0753";"2001JJ00";"  212883"
"2677";"GM0753";"2002JJ00";"  241772"
"2678";"GM0753";"2003JJ00";"  250245"
"2679";"GM0753";"2004JJ00";"  251461"
"2680";"GM0753";"2005JJ00";"  271966"
"2681";"GM0753";"2006JJ00";"  295863"
"2682";"GM0753";"2007JJ00";"  321160"
"2683";"GM0753";"2008JJ00";"  307978"
"2684";"GM0753";"2009JJ00";"  311592"
"2685";"GM0753";"2010JJ00";"  261181"
"2686";"GM0753";"2011JJ00";"  278445"
"2687";"GM0753";"2012JJ00";"  245611"
"2688";"GM0753";"2013JJ00";"  233978"
"2689";"GM0753";"2014JJ00";"  257869"
"2690";"GM0753";"2015JJ00";"  244359"
"2691";"GM0753";"2016JJ00";"  271229"
"2692";"GM0753";"2017JJ00";"  291684"
"2693";"GM0753";"2018JJ00";"  310762"
"2694";"GM0753";"2019JJ00";"  341016"
"2695";"GM0753";"2020JJ00";"  364533"
"2696";"GM0753";"2021JJ00";"  414438"
"2697";"GM0753";"2022JJ00";"  456881"
"2698";"GM0753";"2023JJ00";"  452216"
"2699";"GM0753";"2024JJ00";"  517663"
"2700";"GM0209";"1995JJ00";"  101535"
"2701";"GM0209";"1996JJ00";"  106914"
"2702";"GM0209";"1997JJ00";"  125640"
"2703";"GM0209";"1998JJ00";"  124963"
"2704";"GM0209";"1999JJ00";"  150542"
"2705";"GM0209";"2000JJ00";"  195815"
"2706";"GM0209";"2001JJ00";"  202846"
"2707";"GM0209";"2002JJ00";"  222824"
"2708";"GM0209";"2003JJ00";"  225571"
"2709";"GM0209";"2004JJ00";"  246599"
"2710";"GM0209";"2005JJ00";"  244158"
"2711";"GM0209";"2006JJ00";"  258473"
"2712";"GM0209";"2007JJ00";"  276689"
"2713";"GM0209";"2008JJ00";"  256208"
"2714";"GM0209";"2009JJ00";"  246188"
"2715";"GM0209";"2010JJ00";"  242071"
"2716";"GM0209";"2011JJ00";"  244630"
"2717";"GM0209";"2012JJ00";"  243698"
"2718";"GM0209";"2013JJ00";"  217853"
"2719";"GM0209";"2014JJ00";"  225126"
"2720";"GM0209";"2015JJ00";"  240907"
"2721";"GM0209";"2016JJ00";"  239749"
"2722";"GM0209";"2017JJ00";"  258172"
"2723";"GM0209";"2018JJ00";"  300367"
"2724";"GM0209";"2019JJ00";"  299340"
"2725";"GM0209";"2020JJ00";"  334859"
"2726";"GM0209";"2021JJ00";"  378836"
"2727";"GM0209";"2022JJ00";"  428327"
"2728";"GM0209";"2023JJ00";"  422424"
"2729";"GM0209";"2024JJ00";"  451834"
"2730";"GM0375";"1995JJ00";"   79148"
"2731";"GM0375";"1996JJ00";"   90546"
"2732";"GM0375";"1997JJ00";"  100894"
"2733";"GM0375";"1998JJ00";"  107588"
"2734";"GM0375";"1999JJ00";"  127498"
"2735";"GM0375";"2000JJ00";"  144980"
"2736";"GM0375";"2001JJ00";"  152905"
"2737";"GM0375";"2002JJ00";"  171163"
"2738";"GM0375";"2003JJ00";"  180813"
"2739";"GM0375";"2004JJ00";"  180204"
"2740";"GM0375";"2005JJ00";"  195639"
"2741";"GM0375";"2006JJ00";"  199201"
"2742";"GM0375";"2007JJ00";"  198193"
"2743";"GM0375";"2008JJ00";"  203237"
"2744";"GM0375";"2009JJ00";"  189753"
"2745";"GM0375";"2010JJ00";"  195648"
"2746";"GM0375";"2011JJ00";"  197874"
"2747";"GM0375";"2012JJ00";"  193932"
"2748";"GM0375";"2013JJ00";"  170642"
"2749";"GM0375";"2014JJ00";"  176332"
"2750";"GM0375";"2015JJ00";"  194383"
"2751";"GM0375";"2016JJ00";"  205799"
"2752";"GM0375";"2017JJ00";"  224475"
"2753";"GM0375";"2018JJ00";"  245578"
"2754";"GM0375";"2019JJ00";"  258905"
"2755";"GM0375";"2020JJ00";"  304572"
"2756";"GM0375";"2021JJ00";"  335751"
"2757";"GM0375";"2022JJ00";"  382620"
"2758";"GM0375";"2023JJ00";"  369981"
"2759";"GM0375";"2024JJ00";"  402710"
"2760";"GM0063";"1995JJ00";"   53483"
"2761";"GM0063";"1996JJ00";"   51043"
"2762";"GM0063";"1997JJ00";"   65351"
"2763";"GM0063";"1998JJ00";"   73188"
"2764";"GM0063";"1999JJ00";"   74505"
"2765";"GM0063";"2000JJ00";"   93883"
"2766";"GM0063";"2001JJ00";"  117434"
"2767";"GM0063";"2002JJ00";"  135016"
"2768";"GM0063";"2003JJ00";"  141024"
"2769";"GM0063";"2004JJ00";"  148995"
"2770";"GM0063";"2005JJ00";"  154574"
"2771";"GM0063";"2006JJ00";"  156894"
"2772";"GM0063";"2007JJ00";"  164830"
"2773";"GM0063";"2008JJ00";"  176876"
"2774";"GM0063";"2009JJ00";"  174943"
"2775";"GM0063";"2010JJ00";"  183155"
"2776";"GM0063";"2011JJ00";"  149298"
"2777";"GM0063";"2012JJ00";"  167935"
"2778";"GM0063";"2013JJ00";"  134156"
"2779";"GM0063";"2014JJ00";"  131996"
"2780";"GM0063";"2015JJ00";"  141548"
"2781";"GM0063";"2016JJ00";"  151635"
"2782";"GM0063";"2017JJ00";"  165624"
"2783";"GM0063";"2018JJ00";""
"2784";"GM0063";"2019JJ00";""
"2785";"GM0063";"2020JJ00";""
"2786";"GM0063";"2021JJ00";""
"2787";"GM0063";"2022JJ00";""
"2788";"GM0063";"2023JJ00";""
"2789";"GM0063";"2024JJ00";""
"2790";"GM0310";"1995JJ00";"  158006"
"2791";"GM0310";"1996JJ00";"  162546"
"2792";"GM0310";"1997JJ00";"  178588"
"2793";"GM0310";"1998JJ00";"  210447"
"2794";"GM0310";"1999JJ00";"  277310"
"2795";"GM0310";"2000JJ00";"  325145"
"2796";"GM0310";"2001JJ00";"  338232"
"2797";"GM0310";"2002JJ00";"  347508"
"2798";"GM0310";"2003JJ00";"  357250"
"2799";"GM0310";"2004JJ00";"  364728"
"2800";"GM0310";"2005JJ00";"  395246"
"2801";"GM0310";"2006JJ00";"  379176"
"2802";"GM0310";"2007JJ00";"  419979"
"2803";"GM0310";"2008JJ00";"  436729"
"2804";"GM0310";"2009JJ00";"  396846"
"2805";"GM0310";"2010JJ00";"  432827"
"2806";"GM0310";"2011JJ00";"  463235"
"2807";"GM0310";"2012JJ00";"  401758"
"2808";"GM0310";"2013JJ00";"  358334"
"2809";"GM0310";"2014JJ00";"  346539"
"2810";"GM0310";"2015JJ00";"  374060"
"2811";"GM0310";"2016JJ00";"  384837"
"2812";"GM0310";"2017JJ00";"  454080"
"2813";"GM0310";"2018JJ00";"  468290"
"2814";"GM0310";"2019JJ00";"  481411"
"2815";"GM0310";"2020JJ00";"  540361"
"2816";"GM0310";"2021JJ00";"  634801"
"2817";"GM0310";"2022JJ00";"  719556"
"2818";"GM0310";"2023JJ00";"  608049"
"2819";"GM0310";"2024JJ00";"  701163"
"2820";"GM0585";"1995JJ00";"   91219"
"2821";"GM0585";"1996JJ00";"  108047"
"2822";"GM0585";"1997JJ00";"  127363"
"2823";"GM0585";"1998JJ00";"  133225"
"2824";"GM0585";"1999JJ00";"  149860"
"2825";"GM0585";"2000JJ00";"  191892"
"2826";"GM0585";"2001JJ00";"  200246"
"2827";"GM0585";"2002JJ00";"  212494"
"2828";"GM0585";"2003JJ00";"  265977"
"2829";"GM0585";"2004JJ00";"  222181"
"2830";"GM0585";"2005JJ00";"  265735"
"2831";"GM0585";"2006JJ00";"  264011"
"2832";"GM0585";"2007JJ00";"  260798"
"2833";"GM0585";"2008JJ00";"  266094"
"2834";"GM0585";"2009JJ00";"  256901"
"2835";"GM0585";"2010JJ00";"  265281"
"2836";"GM0585";"2011JJ00";"  254511"
"2837";"GM0585";"2012JJ00";"  238857"
"2838";"GM0585";"2013JJ00";"  236653"
"2839";"GM0585";"2014JJ00";"  220068"
"2840";"GM0585";"2015JJ00";"  222344"
"2841";"GM0585";"2016JJ00";"  241111"
"2842";"GM0585";"2017JJ00";"  253070"
"2843";"GM0585";"2018JJ00";"  268752"
"2844";"GM0585";"2019JJ00";""
"2845";"GM0585";"2020JJ00";""
"2846";"GM0585";"2021JJ00";""
"2847";"GM0585";"2022JJ00";""
"2848";"GM0585";"2023JJ00";""
"2849";"GM0585";"2024JJ00";""
"2850";"GM1728";"1995JJ00";""
"2851";"GM1728";"1996JJ00";""
"2852";"GM1728";"1997JJ00";"  138237"
"2853";"GM1728";"1998JJ00";"  158155"
"2854";"GM1728";"1999JJ00";"  185890"
"2855";"GM1728";"2000JJ00";"  226149"
"2856";"GM1728";"2001JJ00";"  245143"
"2857";"GM1728";"2002JJ00";"  234998"
"2858";"GM1728";"2003JJ00";"  256024"
"2859";"GM1728";"2004JJ00";"  271329"
"2860";"GM1728";"2005JJ00";"  278085"
