"ID";"Regions";"Periods";"AveragePurchasePrice_1"
"14117";"GM0122";"2012JJ00";""
"14118";"GM0122";"2013JJ00";""
"14119";"GM0122";"2014JJ00";""
"14120";"GM0122";"2015JJ00";""
"14121";"GM0122";"2016JJ00";""
"14122";"GM0122";"2017JJ00";""
"14123";"GM0122";"2018JJ00";""
"14124";"GM0122";"2019JJ00";""
"14125";"GM0122";"2020JJ00";""
"14126";"GM0122";"2021JJ00";""
"14127";"GM0122";"2022JJ00";""
"14128";"GM0122";"2023JJ00";""
"14129";"GM0122";"2024JJ00";""
"14130";"GM0579";"1995JJ00";"  127688"
"14131";"GM0579";"1996JJ00";"  136266"
"14132";"GM0579";"1997JJ00";"  159971"
"14133";"GM0579";"1998JJ00";"  186667"
"14134";"GM0579";"1999JJ00";"  200789"
"14135";"GM0579";"2000JJ00";"  242088"
"14136";"GM0579";"2001JJ00";"  263332"
"14137";"GM0579";"2002JJ00";"  276871"
"14138";"GM0579";"2003JJ00";"  292164"
"14139";"GM0579";"2004JJ00";"  293703"
"14140";"GM0579";"2005JJ00";"  320896"
"14141";"GM0579";"2006JJ00";"  314064"
"14142";"GM0579";"2007JJ00";"  359073"
"14143";"GM0579";"2008JJ00";"  360379"
"14144";"GM0579";"2009JJ00";"  332798"
"14145";"GM0579";"2010JJ00";"  374051"
"14146";"GM0579";"2011JJ00";"  366425"
"14147";"GM0579";"2012JJ00";"  294490"
"14148";"GM0579";"2013JJ00";"  329344"
"14149";"GM0579";"2014JJ00";"  297103"
"14150";"GM0579";"2015JJ00";"  333292"
"14151";"GM0579";"2016JJ00";"  319480"
"14152";"GM0579";"2017JJ00";"  372085"
"14153";"GM0579";"2018JJ00";"  405153"
"14154";"GM0579";"2019JJ00";"  432400"
"14155";"GM0579";"2020JJ00";"  497333"
"14156";"GM0579";"2021JJ00";"  575022"
"14157";"GM0579";"2022JJ00";"  585559"
"14158";"GM0579";"2023JJ00";"  554888"
"14159";"GM0579";"2024JJ00";"  614503"
"14160";"GM0823";"1995JJ00";"   96914"
"14161";"GM0823";"1996JJ00";"  123840"
"14162";"GM0823";"1997JJ00";"  150764"
"14163";"GM0823";"1998JJ00";"  161739"
"14164";"GM0823";"1999JJ00";"  196415"
"14165";"GM0823";"2000JJ00";"  199387"
"14166";"GM0823";"2001JJ00";"  268931"
"14167";"GM0823";"2002JJ00";"  288650"
"14168";"GM0823";"2003JJ00";"  285383"
"14169";"GM0823";"2004JJ00";"  265696"
"14170";"GM0823";"2005JJ00";"  298399"
"14171";"GM0823";"2006JJ00";"  316072"
"14172";"GM0823";"2007JJ00";"  329388"
"14173";"GM0823";"2008JJ00";"  346425"
"14174";"GM0823";"2009JJ00";"  346533"
"14175";"GM0823";"2010JJ00";"  351861"
"14176";"GM0823";"2011JJ00";"  321456"
"14177";"GM0823";"2012JJ00";"  276480"
"14178";"GM0823";"2013JJ00";"  283206"
"14179";"GM0823";"2014JJ00";"  316610"
"14180";"GM0823";"2015JJ00";"  283272"
"14181";"GM0823";"2016JJ00";"  288247"
"14182";"GM0823";"2017JJ00";"  307055"
"14183";"GM0823";"2018JJ00";"  351543"
"14184";"GM0823";"2019JJ00";"  366307"
"14185";"GM0823";"2020JJ00";"  394923"
"14186";"GM0823";"2021JJ00";"  463075"
"14187";"GM0823";"2022JJ00";"  490202"
"14188";"GM0823";"2023JJ00";"  445409"
"14189";"GM0823";"2024JJ00";"  501069"
"14190";"GM0824";"1995JJ00";"  148581"
"14191";"GM0824";"1996JJ00";"  158368"
"14192";"GM0824";"1997JJ00";"  170255"
"14193";"GM0824";"1998JJ00";"  183109"
"14194";"GM0824";"1999JJ00";"  235678"
"14195";"GM0824";"2000JJ00";"  264278"
"14196";"GM0824";"2001JJ00";"  296133"
"14197";"GM0824";"2002JJ00";"  322036"
"14198";"GM0824";"2003JJ00";"  310630"
"14199";"GM0824";"2004JJ00";"  342837"
"14200";"GM0824";"2005JJ00";"  333050"
"14201";"GM0824";"2006JJ00";"  365816"
"14202";"GM0824";"2007JJ00";"  415361"
"14203";"GM0824";"2008JJ00";"  406129"
"14204";"GM0824";"2009JJ00";"  339268"
"14205";"GM0824";"2010JJ00";"  327788"
"14206";"GM0824";"2011JJ00";"  404672"
"14207";"GM0824";"2012JJ00";"  314192"
"14208";"GM0824";"2013JJ00";"  285741"
"14209";"GM0824";"2014JJ00";"  305466"
"14210";"GM0824";"2015JJ00";"  318301"
"14211";"GM0824";"2016JJ00";"  323114"
"14212";"GM0824";"2017JJ00";"  368484"
"14213";"GM0824";"2018JJ00";"  374067"
"14214";"GM0824";"2019JJ00";"  415795"
"14215";"GM0824";"2020JJ00";"  407840"
"14216";"GM0824";"2021JJ00";"  540545"
"14217";"GM0824";"2022JJ00";"  562483"
"14218";"GM0824";"2023JJ00";"  548465"
"14219";"GM0824";"2024JJ00";"  545220"
"14220";"GM1895";"1995JJ00";""
"14221";"GM1895";"1996JJ00";""
"14222";"GM1895";"1997JJ00";""
"14223";"GM1895";"1998JJ00";""
"14224";"GM1895";"1999JJ00";""
"14225";"GM1895";"2000JJ00";""
"14226";"GM1895";"2001JJ00";""
"14227";"GM1895";"2002JJ00";""
"14228";"GM1895";"2003JJ00";""
"14229";"GM1895";"2004JJ00";""
"14230";"GM1895";"2005JJ00";""
"14231";"GM1895";"2006JJ00";""
"14232";"GM1895";"2007JJ00";""
"14233";"GM1895";"2008JJ00";""
"14234";"GM1895";"2009JJ00";""
"14235";"GM1895";"2010JJ00";"  139329"
"14236";"GM1895";"2011JJ00";"  141277"
"14237";"GM1895";"2012JJ00";"  139971"
"14238";"GM1895";"2013JJ00";"  130819"
"14239";"GM1895";"2014JJ00";"  128129"
"14240";"GM1895";"2015JJ00";"  135221"
"14241";"GM1895";"2016JJ00";"  142918"
"14242";"GM1895";"2017JJ00";"  151636"
"14243";"GM1895";"2018JJ00";"  161415"
"14244";"GM1895";"2019JJ00";"  175832"
"14245";"GM1895";"2020JJ00";"  199615"
"14246";"GM1895";"2021JJ00";"  260104"
"14247";"GM1895";"2022JJ00";"  280220"
"14248";"GM1895";"2023JJ00";"  265561"
"14249";"GM1895";"2024JJ00";"  296230"
"14250";"GM0269";"1995JJ00";"  103528"
"14251";"GM0269";"1996JJ00";"  116142"
"14252";"GM0269";"1997JJ00";"  102651"
"14253";"GM0269";"1998JJ00";"  138509"
"14254";"GM0269";"1999JJ00";"  169307"
"14255";"GM0269";"2000JJ00";"  222056"
"14256";"GM0269";"2001JJ00";"  229334"
"14257";"GM0269";"2002JJ00";"  243109"
"14258";"GM0269";"2003JJ00";"  220453"
"14259";"GM0269";"2004JJ00";"  241926"
"14260";"GM0269";"2005JJ00";"  255503"
"14261";"GM0269";"2006JJ00";"  272026"
"14262";"GM0269";"2007JJ00";"  295612"
"14263";"GM0269";"2008JJ00";"  289504"
"14264";"GM0269";"2009JJ00";"  279762"
"14265";"GM0269";"2010JJ00";"  266251"
"14266";"GM0269";"2011JJ00";"  241357"
"14267";"GM0269";"2012JJ00";"  254058"
"14268";"GM0269";"2013JJ00";"  226937"
"14269";"GM0269";"2014JJ00";"  222774"
"14270";"GM0269";"2015JJ00";"  230653"
"14271";"GM0269";"2016JJ00";"  243165"
"14272";"GM0269";"2017JJ00";"  271842"
"14273";"GM0269";"2018JJ00";"  281339"
"14274";"GM0269";"2019JJ00";"  284316"
"14275";"GM0269";"2020JJ00";"  319878"
"14276";"GM0269";"2021JJ00";"  349353"
"14277";"GM0269";"2022JJ00";"  408678"
"14278";"GM0269";"2023JJ00";"  404930"
"14279";"GM0269";"2024JJ00";"  456021"
"14280";"GM0173";"1995JJ00";"   90244"
"14281";"GM0173";"1996JJ00";"   85894"
"14282";"GM0173";"1997JJ00";"  107707"
"14283";"GM0173";"1998JJ00";"  114852"
"14284";"GM0173";"1999JJ00";"  133147"
"14285";"GM0173";"2000JJ00";"  167915"
"14286";"GM0173";"2001JJ00";"  183446"
"14287";"GM0173";"2002JJ00";"  193134"
"14288";"GM0173";"2003JJ00";"  196473"
"14289";"GM0173";"2004JJ00";"  215984"
"14290";"GM0173";"2005JJ00";"  227744"
"14291";"GM0173";"2006JJ00";"  227839"
"14292";"GM0173";"2007JJ00";"  234249"
"14293";"GM0173";"2008JJ00";"  243543"
"14294";"GM0173";"2009JJ00";"  238996"
"14295";"GM0173";"2010JJ00";"  220528"
"14296";"GM0173";"2011JJ00";"  240597"
"14297";"GM0173";"2012JJ00";"  228743"
"14298";"GM0173";"2013JJ00";"  208080"
"14299";"GM0173";"2014JJ00";"  215446"
"14300";"GM0173";"2015JJ00";"  218998"
"14301";"GM0173";"2016JJ00";"  220721"
"14302";"GM0173";"2017JJ00";"  243961"
"14303";"GM0173";"2018JJ00";"  257515"
"14304";"GM0173";"2019JJ00";"  274515"
"14305";"GM0173";"2020JJ00";"  291320"
"14306";"GM0173";"2021JJ00";"  325273"
"14307";"GM0173";"2022JJ00";"  376000"
"14308";"GM0173";"2023JJ00";"  352349"
"14309";"GM0173";"2024JJ00";"  395790"
"14310";"GM0174";"1995JJ00";"   97037"
"14311";"GM0174";"1996JJ00";"  114895"
"14312";"GM0174";"1997JJ00";"  118104"
"14313";"GM0174";"1998JJ00";"  129299"
"14314";"GM0174";"1999JJ00";"  175972"
"14315";"GM0174";"2000JJ00";"  180045"
"14316";"GM0174";"2001JJ00";"  189552"
"14317";"GM0174";"2002JJ00";"  185723"
"14318";"GM0174";"2003JJ00";""
"14319";"GM0174";"2004JJ00";""
"14320";"GM0174";"2005JJ00";""
"14321";"GM0174";"2006JJ00";""
"14322";"GM0174";"2007JJ00";""
"14323";"GM0174";"2008JJ00";""
"14324";"GM0174";"2009JJ00";""
"14325";"GM0174";"2010JJ00";""
"14326";"GM0174";"2011JJ00";""
"14327";"GM0174";"2012JJ00";""
"14328";"GM0174";"2013JJ00";""
"14329";"GM0174";"2014JJ00";""
"14330";"GM0174";"2015JJ00";""
"14331";"GM0174";"2016JJ00";""
"14332";"GM0174";"2017JJ00";""
"14333";"GM0174";"2018JJ00";""
"14334";"GM0174";"2019JJ00";""
"14335";"GM0174";"2020JJ00";""
"14336";"GM0174";"2021JJ00";""
"14337";"GM0174";"2022JJ00";""
"14338";"GM0174";"2023JJ00";""
"14339";"GM0174";"2024JJ00";""
"14340";"GM1773";"1995JJ00";""
"14341";"GM1773";"1996JJ00";""
"14342";"GM1773";"1997JJ00";""
"14343";"GM1773";"1998JJ00";""
"14344";"GM1773";"1999JJ00";""
"14345";"GM1773";"2000JJ00";""
"14346";"GM1773";"2001JJ00";""
"14347";"GM1773";"2002JJ00";"  216104"
"14348";"GM1773";"2003JJ00";"  221436"
"14349";"GM1773";"2004JJ00";"  233552"
"14350";"GM1773";"2005JJ00";"  221600"
"14351";"GM1773";"2006JJ00";"  248051"
"14352";"GM1773";"2007JJ00";"  262149"
"14353";"GM1773";"2008JJ00";"  221576"
"14354";"GM1773";"2009JJ00";"  241287"
"14355";"GM1773";"2010JJ00";"  254328"
"14356";"GM1773";"2011JJ00";"  193914"
"14357";"GM1773";"2012JJ00";"  220586"
"14358";"GM1773";"2013JJ00";"  222335"
"14359";"GM1773";"2014JJ00";"  219032"
"14360";"GM1773";"2015JJ00";"  205798"
"14361";"GM1773";"2016JJ00";"  217719"
"14362";"GM1773";"2017JJ00";"  250595"
"14363";"GM1773";"2018JJ00";"  258905"
"14364";"GM1773";"2019JJ00";"  307782"
"14365";"GM1773";"2020JJ00";"  317881"
"14366";"GM1773";"2021JJ00";"  351981"
"14367";"GM1773";"2022JJ00";"  397782"
"14368";"GM1773";"2023JJ00";"  392170"
"14369";"GM1773";"2024JJ00";"  464723"
"14370";"GM0175";"1995JJ00";"  113761"
"14371";"GM0175";"1996JJ00";"  111237"
"14372";"GM0175";"1997JJ00";"  107213"
"14373";"GM0175";"1998JJ00";"  142791"
"14374";"GM0175";"1999JJ00";"  163304"
"14375";"GM0175";"2000JJ00";"  194815"
"14376";"GM0175";"2001JJ00";"  226784"
"14377";"GM0175";"2002JJ00";"  165862"
"14378";"GM0175";"2003JJ00";"  215063"
"14379";"GM0175";"2004JJ00";"  213575"
"14380";"GM0175";"2005JJ00";"  204690"
"14381";"GM0175";"2006JJ00";"  232493"
"14382";"GM0175";"2007JJ00";"  242064"
"14383";"GM0175";"2008JJ00";"  242985"
"14384";"GM0175";"2009JJ00";"  271422"
"14385";"GM0175";"2010JJ00";"  260336"
"14386";"GM0175";"2011JJ00";"  251895"
"14387";"GM0175";"2012JJ00";"  236084"
"14388";"GM0175";"2013JJ00";"  207064"
"14389";"GM0175";"2014JJ00";"  216529"
"14390";"GM0175";"2015JJ00";"  218577"
"14391";"GM0175";"2016JJ00";"  214130"
"14392";"GM0175";"2017JJ00";"  254228"
"14393";"GM0175";"2018JJ00";"  276911"
"14394";"GM0175";"2019JJ00";"  277235"
"14395";"GM0175";"2020JJ00";"  317571"
"14396";"GM0175";"2021JJ00";"  378619"
"14397";"GM0175";"2022JJ00";"  422265"
"14398";"GM0175";"2023JJ00";"  414665"
"14399";"GM0175";"2024JJ00";"  472998"
"14400";"GM0881";"1995JJ00";"   88037"
"14401";"GM0881";"1996JJ00";"   99090"
"14402";"GM0881";"1997JJ00";"  113069"
"14403";"GM0881";"1998JJ00";"  130075"
"14404";"GM0881";"1999JJ00";"  144338"
"14405";"GM0881";"2000JJ00";"  157753"
"14406";"GM0881";"2001JJ00";"  149721"
"14407";"GM0881";"2002JJ00";"  174040"
"14408";"GM0881";"2003JJ00";"  151991"
"14409";"GM0881";"2004JJ00";"  175769"
"14410";"GM0881";"2005JJ00";"  181607"
"14411";"GM0881";"2006JJ00";"  186405"
"14412";"GM0881";"2007JJ00";"  188379"
"14413";"GM0881";"2008JJ00";"  207266"
"14414";"GM0881";"2009JJ00";"  177453"
"14415";"GM0881";"2010JJ00";"  176183"
"14416";"GM0881";"2011JJ00";"  180201"
"14417";"GM0881";"2012JJ00";"  177922"
"14418";"GM0881";"2013JJ00";"  155398"
"14419";"GM0881";"2014JJ00";"  188246"
"14420";"GM0881";"2015JJ00";"  161945"
"14421";"GM0881";"2016JJ00";"  182802"
"14422";"GM0881";"2017JJ00";"  217879"
"14423";"GM0881";"2018JJ00";"  228964"
"14424";"GM0881";"2019JJ00";""
"14425";"GM0881";"2020JJ00";""
"14426";"GM0881";"2021JJ00";""
"14427";"GM0881";"2022JJ00";""
"14428";"GM0881";"2023JJ00";""
"14429";"GM0881";"2024JJ00";""
"14430";"GM1586";"1995JJ00";""
"14431";"GM1586";"1996JJ00";""
"14432";"GM1586";"1997JJ00";""
"14433";"GM1586";"1998JJ00";""
"14434";"GM1586";"1999JJ00";""
"14435";"GM1586";"2000JJ00";""
"14436";"GM1586";"2001JJ00";""
"14437";"GM1586";"2002JJ00";""
"14438";"GM1586";"2003JJ00";""
"14439";"GM1586";"2004JJ00";""
"14440";"GM1586";"2005JJ00";""
"14441";"GM1586";"2006JJ00";"  215947"
"14442";"GM1586";"2007JJ00";"  203808"
"14443";"GM1586";"2008JJ00";"  203205"
"14444";"GM1586";"2009JJ00";"  200697"
"14445";"GM1586";"2010JJ00";"  208624"
"14446";"GM1586";"2011JJ00";"  209007"
"14447";"GM1586";"2012JJ00";"  189852"
"14448";"GM1586";"2013JJ00";"  190022"
"14449";"GM1586";"2014JJ00";"  187188"
"14450";"GM1586";"2015JJ00";"  193098"
"14451";"GM1586";"2016JJ00";"  205581"
"14452";"GM1586";"2017JJ00";"  210451"
"14453";"GM1586";"2018JJ00";"  226093"
"14454";"GM1586";"2019JJ00";"  258210"
"14455";"GM1586";"2020JJ00";"  268196"
"14456";"GM1586";"2021JJ00";"  313307"
"14457";"GM1586";"2022JJ00";"  342865"
"14458";"GM1586";"2023JJ00";"  335834"
"14459";"GM1586";"2024JJ00";"  380942"
"14460";"GM0825";"1995JJ00";"   91952"
"14461";"GM0825";"1996JJ00";"  151640"
"14462";"GM0825";"1997JJ00";""
"14463";"GM0825";"1998JJ00";""
"14464";"GM0825";"1999JJ00";""
"14465";"GM0825";"2000JJ00";""
"14466";"GM0825";"2001JJ00";""
"14467";"GM0825";"2002JJ00";""
"14468";"GM0825";"2003JJ00";""
"14469";"GM0825";"2004JJ00";""
"14470";"GM0825";"2005JJ00";""
"14471";"GM0825";"2006JJ00";""
"14472";"GM0825";"2007JJ00";""
"14473";"GM0825";"2008JJ00";""
"14474";"GM0825";"2009JJ00";""
"14475";"GM0825";"2010JJ00";""
"14476";"GM0825";"2011JJ00";""
"14477";"GM0825";"2012JJ00";""
"14478";"GM0825";"2013JJ00";""
"14479";"GM0825";"2014JJ00";""
"14480";"GM0825";"2015JJ00";""
"14481";"GM0825";"2016JJ00";""
"14482";"GM0825";"2017JJ00";""
"14483";"GM0825";"2018JJ00";""
"14484";"GM0825";"2019JJ00";""
"14485";"GM0825";"2020JJ00";""
"14486";"GM0825";"2021JJ00";""
"14487";"GM0825";"2022JJ00";""
"14488";"GM0825";"2023JJ00";""
"14489";"GM0825";"2024JJ00";""
"14490";"GM0692";"1995JJ00";"   66833"
"14491";"GM0692";"1996JJ00";"   74934"
"14492";"GM0692";"1997JJ00";"   73023"
"14493";"GM0692";"1998JJ00";"   76040"
"14494";"GM0692";"1999JJ00";"   94341"
"14495";"GM0692";"2000JJ00";"   96703"
"14496";"GM0692";"2001JJ00";"  116435"
"14497";"GM0692";"2002JJ00";"  126742"
"14498";"GM0692";"2003JJ00";""
"14499";"GM0692";"2004JJ00";""
"14500";"GM0692";"2005JJ00";""
"14501";"GM0692";"2006JJ00";""
"14502";"GM0692";"2007JJ00";""
"14503";"GM0692";"2008JJ00";""
"14504";"GM0692";"2009JJ00";""
"14505";"GM0692";"2010JJ00";""
"14506";"GM0692";"2011JJ00";""
"14507";"GM0692";"2012JJ00";""
"14508";"GM0692";"2013JJ00";""
"14509";"GM0692";"2014JJ00";""
"14510";"GM0692";"2015JJ00";""
"14511";"GM0692";"2016JJ00";""
"14512";"GM0692";"2017JJ00";""
"14513";"GM0692";"2018JJ00";""
"14514";"GM0692";"2019JJ00";""
"14515";"GM0692";"2020JJ00";""
"14516";"GM0692";"2021JJ00";""
"14517";"GM0692";"2022JJ00";""
"14518";"GM0692";"2023JJ00";""
"14519";"GM0692";"2024JJ00";""
"14520";"GM0123";"1995JJ00";"   75126"
"14521";"GM0123";"1996JJ00";"   92122"
"14522";"GM0123";"1997JJ00";"  117894"
"14523";"GM0123";"1998JJ00";""
"14524";"GM0123";"1999JJ00";""
"14525";"GM0123";"2000JJ00";""
"14526";"GM0123";"2001JJ00";""
"14527";"GM0123";"2002JJ00";""
"14528";"GM0123";"2003JJ00";""
"14529";"GM0123";"2004JJ00";""
"14530";"GM0123";"2005JJ00";""
"14531";"GM0123";"2006JJ00";""
"14532";"GM0123";"2007JJ00";""
"14533";"GM0123";"2008JJ00";""
"14534";"GM0123";"2009JJ00";""
"14535";"GM0123";"2010JJ00";""
"14536";"GM0123";"2011JJ00";""
"14537";"GM0123";"2012JJ00";""
"14538";"GM0123";"2013JJ00";""
"14539";"GM0123";"2014JJ00";""
"14540";"GM0123";"2015JJ00";""
"14541";"GM0123";"2016JJ00";""
"14542";"GM0123";"2017JJ00";""
"14543";"GM0123";"2018JJ00";""
"14544";"GM0123";"2019JJ00";""
"14545";"GM0123";"2020JJ00";""
"14546";"GM0123";"2021JJ00";""
"14547";"GM0123";"2022JJ00";""
"14548";"GM0123";"2023JJ00";""
"14549";"GM0123";"2024JJ00";""
"14550";"GM0826";"1995JJ00";"  108383"
"14551";"GM0826";"1996JJ00";"  116009"
"14552";"GM0826";"1997JJ00";"  123319"
"14553";"GM0826";"1998JJ00";"  132632"
"14554";"GM0826";"1999JJ00";"  144315"
"14555";"GM0826";"2000JJ00";"  181054"
"14556";"GM0826";"2001JJ00";"  217983"
"14557";"GM0826";"2002JJ00";"  222024"
"14558";"GM0826";"2003JJ00";"  227209"
"14559";"GM0826";"2004JJ00";"  218200"
"14560";"GM0826";"2005JJ00";"  240026"
"14561";"GM0826";"2006JJ00";"  261872"
"14562";"GM0826";"2007JJ00";"  262962"
"14563";"GM0826";"2008JJ00";"  287381"
"14564";"GM0826";"2009JJ00";"  254011"
"14565";"GM0826";"2010JJ00";"  248611"
"14566";"GM0826";"2011JJ00";"  253182"
"14567";"GM0826";"2012JJ00";"  239092"
"14568";"GM0826";"2013JJ00";"  207014"
"14569";"GM0826";"2014JJ00";"  219822"
"14570";"GM0826";"2015JJ00";"  228123"
"14571";"GM0826";"2016JJ00";"  240008"
"14572";"GM0826";"2017JJ00";"  254946"
"14573";"GM0826";"2018JJ00";"  279230"
"14574";"GM0826";"2019JJ00";"  307380"
"14575";"GM0826";"2020JJ00";"  295149"
"14576";"GM0826";"2021JJ00";"  372134"
"14577";"GM0826";"2022JJ00";"  405578"
"14578";"GM0826";"2023JJ00";"  383798"
"14579";"GM0826";"2024JJ00";"  437746"
"14580";"GM0580";"1995JJ00";"   76816"
"14581";"GM0580";"1996JJ00";"   93411"
"14582";"GM0580";"1997JJ00";"  110780"
"14583";"GM0580";"1998JJ00";"  103401"
"14584";"GM0580";"1999JJ00";"  123161"
"14585";"GM0580";"2000JJ00";"  133835"
"14586";"GM0580";"2001JJ00";"  164968"
"14587";"GM0580";"2002JJ00";"  166998"
"14588";"GM0580";"2003JJ00";"  170027"
"14589";"GM0580";"2004JJ00";"  183562"
"14590";"GM0580";"2005JJ00";"  216099"
"14591";"GM0580";"2006JJ00";"  202667"
"14592";"GM0580";"2007JJ00";"  221389"
"14593";"GM0580";"2008JJ00";"  251044"
"14594";"GM0580";"2009JJ00";"  228031"
"14595";"GM0580";"2010JJ00";"  218723"
"14596";"GM0580";"2011JJ00";"  189066"
"14597";"GM0580";"2012JJ00";"  217773"
"14598";"GM0580";"2013JJ00";""
"14599";"GM0580";"2014JJ00";""
"14600";"GM0580";"2015JJ00";""
"14601";"GM0580";"2016JJ00";""
"14602";"GM0580";"2017JJ00";""
"14603";"GM0580";"2018JJ00";""
"14604";"GM0580";"2019JJ00";""
"14605";"GM0580";"2020JJ00";""
"14606";"GM0580";"2021JJ00";""
"14607";"GM0580";"2022JJ00";""
"14608";"GM0580";"2023JJ00";""
"14609";"GM0580";"2024JJ00";""
"14610";"GM0085";"1995JJ00";"   81754"
"14611";"GM0085";"1996JJ00";"   78464"
"14612";"GM0085";"1997JJ00";"   89536"
"14613";"GM0085";"1998JJ00";"  107322"
"14614";"GM0085";"1999JJ00";"  123697"
"14615";"GM0085";"2000JJ00";"  145116"
"14616";"GM0085";"2001JJ00";"  154782"
"14617";"GM0085";"2002JJ00";"  186095"
"14618";"GM0085";"2003JJ00";"  183625"
"14619";"GM0085";"2004JJ00";"  176095"
"14620";"GM0085";"2005JJ00";"  197902"
"14621";"GM0085";"2006JJ00";"  200340"
"14622";"GM0085";"2007JJ00";"  215151"
"14623";"GM0085";"2008JJ00";"  211302"
"14624";"GM0085";"2009JJ00";"  196851"
"14625";"GM0085";"2010JJ00";"  206084"
"14626";"GM0085";"2011JJ00";"  198301"
"14627";"GM0085";"2012JJ00";"  180648"
"14628";"GM0085";"2013JJ00";"  165862"
"14629";"GM0085";"2014JJ00";"  177020"
"14630";"GM0085";"2015JJ00";"  176872"
"14631";"GM0085";"2016JJ00";"  190128"
"14632";"GM0085";"2017JJ00";"  203943"
"14633";"GM0085";"2018JJ00";"  212321"
"14634";"GM0085";"2019JJ00";"  238187"
"14635";"GM0085";"2020JJ00";"  252997"
"14636";"GM0085";"2021JJ00";"  319631"
"14637";"GM0085";"2022JJ00";"  367111"
"14638";"GM0085";"2023JJ00";"  340529"
"14639";"GM0085";"2024JJ00";"  362830"
"14640";"GM0431";"1995JJ00";"  105669"
"14641";"GM0431";"1996JJ00";"  124285"
"14642";"GM0431";"1997JJ00";"  146303"
"14643";"GM0431";"1998JJ00";"  105984"
"14644";"GM0431";"1999JJ00";"  174302"
"14645";"GM0431";"2000JJ00";"  207713"
"14646";"GM0431";"2001JJ00";"  238739"
"14647";"GM0431";"2002JJ00";"  257783"
"14648";"GM0431";"2003JJ00";"  239872"
"14649";"GM0431";"2004JJ00";"  313467"
"14650";"GM0431";"2005JJ00";"  302975"
"14651";"GM0431";"2006JJ00";"  300773"
"14652";"GM0431";"2007JJ00";"  355618"
"14653";"GM0431";"2008JJ00";"  354926"
"14654";"GM0431";"2009JJ00";"  264812"
"14655";"GM0431";"2010JJ00";"  323186"
"14656";"GM0431";"2011JJ00";"  317022"
"14657";"GM0431";"2012JJ00";"  271313"
"14658";"GM0431";"2013JJ00";"  277527"
"14659";"GM0431";"2014JJ00";"  259543"
"14660";"GM0431";"2015JJ00";"  275628"
"14661";"GM0431";"2016JJ00";"  306680"
"14662";"GM0431";"2017JJ00";"  356080"
"14663";"GM0431";"2018JJ00";"  394503"
"14664";"GM0431";"2019JJ00";"  429343"
"14665";"GM0431";"2020JJ00";"  478648"
"14666";"GM0431";"2021JJ00";"  482845"
"14667";"GM0431";"2022JJ00";"  576485"
"14668";"GM0431";"2023JJ00";"  512640"
"14669";"GM0431";"2024JJ00";"  549966"
"14670";"GM0176";"1995JJ00";"  123478"
"14671";"GM0176";"1996JJ00";"  113989"
"14672";"GM0176";"1997JJ00";"  116119"
"14673";"GM0176";"1998JJ00";"  134936"
"14674";"GM0176";"1999JJ00";"  175642"
"14675";"GM0176";"2000JJ00";"  204437"
"14676";"GM0176";"2001JJ00";""
"14677";"GM0176";"2002JJ00";""
"14678";"GM0176";"2003JJ00";""
"14679";"GM0176";"2004JJ00";""
"14680";"GM0176";"2005JJ00";""
"14681";"GM0176";"2006JJ00";""
"14682";"GM0176";"2007JJ00";""
"14683";"GM0176";"2008JJ00";""
"14684";"GM0176";"2009JJ00";""
"14685";"GM0176";"2010JJ00";""
"14686";"GM0176";"2011JJ00";""
"14687";"GM0176";"2012JJ00";""
"14688";"GM0176";"2013JJ00";""
"14689";"GM0176";"2014JJ00";""
"14690";"GM0176";"2015JJ00";""
"14691";"GM0176";"2016JJ00";""
"14692";"GM0176";"2017JJ00";""
"14693";"GM0176";"2018JJ00";""
"14694";"GM0176";"2019JJ00";""
"14695";"GM0176";"2020JJ00";""
"14696";"GM0176";"2021JJ00";""
"14697";"GM0176";"2022JJ00";""
"14698";"GM0176";"2023JJ00";""
"14699";"GM0176";"2024JJ00";""
"14700";"GM0996";"1995JJ00";""
"14701";"GM0996";"1996JJ00";""
"14702";"GM0996";"1997JJ00";""
"14703";"GM0996";"1998JJ00";""
"14704";"GM0996";"1999JJ00";""
"14705";"GM0996";"2000JJ00";""
"14706";"GM0996";"2001JJ00";""
"14707";"GM0996";"2002JJ00";""
"14708";"GM0996";"2003JJ00";""
"14709";"GM0996";"2004JJ00";""
"14710";"GM0996";"2005JJ00";""
"14711";"GM0996";"2006JJ00";""
"14712";"GM0996";"2007JJ00";""
"14713";"GM0996";"2008JJ00";""
"14714";"GM0996";"2009JJ00";""
"14715";"GM0996";"2010JJ00";""
"14716";"GM0996";"2011JJ00";""
"14717";"GM0996";"2012JJ00";""
"14718";"GM0996";"2013JJ00";""
"14719";"GM0996";"2014JJ00";""
"14720";"GM0996";"2015JJ00";""
"14721";"GM0996";"2016JJ00";""
"14722";"GM0996";"2017JJ00";""
"14723";"GM0996";"2018JJ00";""
"14724";"GM0996";"2019JJ00";""
"14725";"GM0996";"2020JJ00";""
"14726";"GM0996";"2021JJ00";""
"14727";"GM0996";"2022JJ00";""
"14728";"GM0996";"2023JJ00";""
"14729";"GM0996";"2024JJ00";""
"14730";"GM0432";"1995JJ00";"   80442"
"14731";"GM0432";"1996JJ00";"   97928"
"14732";"GM0432";"1997JJ00";"  109450"
"14733";"GM0432";"1998JJ00";"  120225"
"14734";"GM0432";"1999JJ00";"  164060"
